Customer_ID,Age,Gender,Annual_Income,Spending_Score,Subscription_Type,Region,Churn
CUST2142,,F,,7,,East,N
CUST8709,42,M,unknown,high,Basic,North,
CUST9447,,Female,,,,,N
CUST4027,,,,42,Premium,West,
CUST5466,,Female,91154,82,,North,N
CUST8848,,,34596,high,Basic,West,
CUST8226,,F,50574,high,Premium,,Y
CUST7235,,Male,128923,,Basic,,No
CUST2337,N/A,,,low,Basic,North,
CUST2223,,Female,,,Standard,,No
CUST3573,,M,,low,Standard,,Yes
CUST6286,21,,,,Standard,North,No
CUST3100,,Male,,low,Basic,,Yes
CUST7269,,Male,30197,low,Standard,,N
CUST5226,32,,,high,Standard,South,N
CUST9692,N/A,,86289,43,,South,N
CUST7605,,Male,,high,,South,
,N/A,Female,78675,34,Standard,North,N
CUST3880,50,F,92095,,,,No
CUST7018,,Female,49517,low,,East,No
CUST5231,,F,,32,,West,No
CUST4873,49,,,high,Premium,East,
CUST4452,,,,,,,
CUST5470,,Male,,low,,West,
CUST1741,37,F,,57,Premium,,Y
,N/A,M,,,Standard,East,No
CUST3249,N/A,Female,,64,Basic,,Yes
CUST5950,N/A,F,128018,high,Standard,,Y
CUST8451,,M,58803,high,Premium,South,
CUST1162,,Male,137273,45,Standard,,No
CUST7329,N/A,F,,28,Standard,East,N
CUST5831,59,M,,low,,,Yes
CUST6766,,Male,23370,low,Basic,East,Y
CUST1700,,,,high,,,
CUST2366,N/A,M,,high,,North,Yes
CUST5171,,,113396,,Basic,,No
CUST6473,N/A,Male,,low,,,
CUST6429,,Female,,low,,North,
CUST4498,,,122552,high,Basic,East,No
CUST3742,N/A,F,,high,Standard,,
CUST3173,,Female,77095,high,Standard,North,Y
CUST6762,,Female,unknown,,,South,
CUST4407,N/A,,,,Basic,,No
CUST1248,N/A,,unknown,23,Premium,,N
CUST5025,,Male,,high,Premium,West,Y
,,Male,,92,Basic,South,Yes
CUST1445,,,,51,Basic,West,
CUST6812,,,unknown,,Basic,,Y
CUST8731,27,,unknown,high,,,Yes
CUST5221,N/A,Female,,low,Premium,,No
CUST9328,,,unknown,low,,West,
CUST4093,,Female,,81,,,
CUST9203,,Male,75695,high,Basic,North,N
CUST5789,,M,unknown,,,North,
CUST5854,34,F,unknown,,,East,N
CUST3843,23,Female,,,Premium,,N
CUST7797,,,,,Premium,,Y
CUST4811,N/A,F,,98,Premium,,N
CUST1982,N/A,,,14,Standard,,Y
CUST3107,,M,81101,100,Basic,,
CUST8863,32,,unknown,,,West,No
CUST4812,,M,,,Premium,East,
CUST3839,,,unknown,44,,North,
CUST1462,,Female,unknown,high,,North,
CUST7630,,Male,,high,,West,Y
CUST2518,,,unknown,,Basic,East,
CUST1431,,F,,high,,,
CUST8873,46,Male,,high,Premium,East,
CUST6841,,F,,low,,,Y
CUST4122,28,M,,low,Basic,,No
CUST8616,N/A,,unknown,99,Premium,South,Y
CUST6906,63,Male,,,,South,
CUST2041,,,,low,,,N
CUST3658,,M,,high,Premium,,Yes
CUST3217,53,,,low,Basic,,
CUST7761,,F,unknown,low,Standard,West,Yes
CUST9790,,,,low,Basic,West,N
CUST1545,N/A,Female,,42,Premium,North,N
,64,,,31,Premium,West,Yes
CUST6624,,Male,,56,Premium,,Y
CUST3188,,,,low,,North,Y
CUST1079,,Female,,high,,North,
CUST8051,,,,,Standard,North,No
CUST7857,,,,83,,North,Y
CUST9724,N/A,M,,high,Standard,West,N
CUST3287,,,,low,Premium,,Yes
CUST7550,N/A,,,,,,
CUST8152,,,,,Basic,West,Y
CUST6314,,F,unknown,low,Basic,South,No
CUST2497,,,unknown,26,Standard,West,
CUST3181,,M,,high,,East,N
CUST5450,44,Female,,high,Standard,East,N
CUST2238,N/A,F,unknown,,,West,
CUST5702,N/A,M,unknown,high,Standard,,Yes
CUST3435,42,,,low,Premium,,No
CUST7615,47,F,,30,Basic,East,
CUST6628,N/A,M,,,Standard,,N
CUST2868,N/A,Female,,,Basic,South,Yes
CUST9707,N/A,,,,,,
CUST4758,N/A,M,unknown,low,,,N
CUST8639,,,unknown,high,Basic,East,No
CUST4281,42,,47184,,,West,Yes
CUST9443,N/A,,,,,,N
CUST2383,50,,,high,,,
,,,97148,50,Premium,West,Y
CUST4444,N/A,Male,,,Premium,East,
CUST9483,,,,high,,West,Y
CUST5633,,Male,,high,Standard,East,
CUST4902,N/A,Male,,high,,East,Y
CUST5224,,,,high,Standard,East,N
CUST4515,,M,99433,90,,,N
CUST4334,,Female,unknown,,Standard,East,Yes
CUST4875,33,F,93892,high,Standard,North,Yes
CUST3769,,M,120022,high,,West,Yes
CUST2794,37,,61960,81,Standard,,No
CUST7798,,,76192,low,,,
CUST6827,,,,,Premium,East,N
CUST9521,,,,low,Premium,East,
CUST6103,53,Male,unknown,70,Basic,,
CUST8943,,M,unknown,high,Basic,West,
CUST9420,N/A,F,,high,Basic,,Yes
CUST9374,,Female,134895,low,Premium,East,
CUST3646,59,F,,high,Basic,,N
CUST6490,,F,,low,Standard,North,Yes
CUST5905,N/A,M,60209,,Standard,,No
CUST9285,66,Female,,high,Basic,East,No
CUST9673,,Male,,high,Basic,East,
CUST9656,61,F,unknown,low,,,
CUST3177,40,F,43365,low,,East,Yes
CUST7347,69,Female,46039,high,Premium,,No
CUST6942,,Male,,high,Basic,West,
CUST4289,43,M,87698,37,,South,Yes
CUST2101,18,F,,49,Premium,,Yes
CUST8443,,Female,,53,Standard,,Yes
CUST8445,,Female,unknown,high,,,
CUST4328,,,,high,Standard,West,N
CUST6633,,Male,140899,39,Premium,North,Yes
CUST5813,,M,149946,high,,North,
CUST5702,N/A,Male,,31,Premium,North,Y
CUST2034,N/A,,unknown,low,,West,N
CUST6710,N/A,,unknown,56,Standard,East,N
CUST4222,,Female,,low,Standard,South,
CUST7590,,,unknown,,,West,
CUST9857,70,F,,high,Basic,East,Y
CUST3782,,Female,,high,Premium,South,Y
CUST6859,37,F,unknown,low,Standard,South,
CUST1296,,,48807,54,,East,
CUST3906,,F,,high,Standard,East,Yes
CUST6491,,,28706,high,,West,
CUST6819,42,Male,,79,,,No
CUST7731,24,Female,,high,Premium,North,N
CUST4574,69,,unknown,,,South,No
CUST9339,58,,,low,Standard,North,Yes
CUST5529,66,M,,high,,West,
CUST3172,,M,unknown,,,West,
CUST6917,N/A,,,27,Standard,West,
CUST6681,,,unknown,,,West,Yes
CUST5271,,Male,unknown,,,West,Yes
CUST6745,,F,45158,,Premium,,
CUST4116,,M,,high,,,
CUST4330,,,,17,,,Y
CUST1842,,Female,36650,,Standard,East,No
CUST6968,,,58905,,,,Y
CUST3377,N/A,,unknown,high,,East,Yes
CUST4497,65,,,high,Standard,,
CUST4208,N/A,F,,low,Standard,,Yes
CUST4268,18,Female,62035,high,Premium,East,N
CUST3937,,,,1,Premium,West,
CUST5548,,Male,unknown,low,Premium,,
CUST2885,26,M,,,,South,
CUST9722,,Male,,,,,Y
CUST9019,40,M,,,Standard,East,
CUST5449,,,unknown,high,,North,
CUST1131,66,,24498,high,Basic,South,Yes
CUST4449,N/A,,,high,,,No
CUST3049,,Male,unknown,low,Premium,,Yes
CUST5441,,Male,unknown,high,,,Yes
CUST8097,,,127438,,Standard,West,Yes
CUST7335,23,Male,38397,low,,West,
CUST7838,21,F,108893,high,Premium,North,
CUST4072,N/A,,unknown,low,Standard,,Y
CUST3252,56,Male,unknown,52,Standard,East,Y
,55,F,,low,Basic,South,Yes
CUST7383,44,Male,68954,,Premium,North,No
CUST7260,,,unknown,low,,South,No
CUST9058,23,Female,unknown,high,,,Y
,,,,,Basic,North,Y
CUST7699,N/A,,,low,Standard,,Y
CUST7103,,,unknown,,,,
CUST6915,21,Female,unknown,high,Premium,South,Y
CUST9456,61,,,high,,North,N
CUST7459,,,unknown,low,Premium,East,Yes
CUST5891,,,,low,,,Yes
CUST2393,,,,low,Standard,East,
CUST5706,70,F,29088,low,Standard,East,No
CUST8077,,,112317,low,,,No
CUST3479,62,M,,,Standard,South,Yes
,,,unknown,95,Premium,East,
CUST5733,37,Female,unknown,high,Standard,West,
CUST3841,N/A,,31404,high,Standard,East,Yes
CUST1664,,Male,,high,Standard,East,Y
CUST3488,,,unknown,39,Standard,South,No
,,Male,unknown,low,,,Y
CUST2216,N/A,,,low,Basic,South,N
CUST8947,N/A,,,70,Basic,West,Yes
CUST3932,,F,unknown,high,Standard,East,Yes
CUST1540,,M,107347,low,Standard,East,N
CUST6841,,F,39421,high,,North,N
CUST5242,,,unknown,low,Basic,,No
,50,M,,,,East,
CUST1143,,,55317,low,,,N
CUST1079,N/A,,,66,Standard,West,Yes
CUST3186,,F,95182,,,South,No
CUST1453,42,Male,125023,high,Standard,East,Y
CUST6562,,Female,71067,,Standard,South,Yes
CUST9907,64,M,,,Basic,,N
CUST2522,N/A,,122223,,Standard,North,Y
CUST9323,44,Female,121345,44,Basic,,Y
CUST5178,,,,,,East,Yes
CUST9176,N/A,,,,Premium,,
CUST3788,,M,unknown,low,,North,N
CUST3466,44,,,59,Basic,South,No
,,M,34260,,,East,Yes
CUST4485,,Female,50327,,,,Y
CUST4108,N/A,Male,unknown,low,,West,Y
CUST8066,N/A,,unknown,high,Standard,North,Yes
CUST7455,,Male,,,,East,N
CUST3211,,F,122250,high,,West,N
CUST3561,59,,,high,Premium,North,
CUST3476,N/A,M,111528,,Premium,,No
CUST8020,,Female,,86,Premium,North,
CUST5092,,F,,,Premium,,
CUST3821,,F,75724,high,Premium,,N
CUST9802,N/A,Male,93323,high,,,N
CUST2756,,Female,,high,,,Yes
CUST3457,,,,low,Premium,,Yes
CUST1221,,Female,87140,,,West,Y
CUST1607,,M,89631,,,,
CUST3907,,,,high,Standard,,
CUST6621,28,F,,,Basic,North,Yes
CUST2945,N/A,M,49985,high,Premium,,Y
,39,,,low,Premium,North,
,,M,unknown,low,Basic,,
CUST8865,,,,59,Standard,,Y
CUST8583,22,Male,104180,high,Premium,,
CUST7348,,Male,,low,,North,
CUST3241,39,Male,35956,low,Standard,North,Yes
CUST4959,,M,71022,,Standard,,Yes
CUST3159,,,unknown,high,,South,N
CUST9357,,,,low,Standard,South,
CUST6498,,Female,,high,Basic,,
CUST1039,,Male,,low,,West,No
CUST5690,56,Female,,,,West,
CUST5745,,Male,125091,high,,South,Yes
CUST1171,,F,,low,Premium,North,Yes
CUST5237,22,M,,high,Standard,West,
CUST5886,N/A,,69909,high,Premium,East,Yes
CUST3121,N/A,Female,,high,Basic,South,
CUST3855,35,,unknown,,,West,Y
CUST4669,,Female,unknown,low,Basic,North,
CUST8570,,F,93012,low,Premium,,No
CUST5804,,,59612,low,,North,
CUST8059,,M,,high,Basic,North,N
CUST1243,,F,,53,,South,
CUST7305,N/A,,,low,,West,N
CUST7784,,M,,high,,West,Y
CUST5099,47,,,40,,East,
CUST7997,,Female,unknown,,Premium,South,No
CUST1799,37,M,72215,high,,,Y
CUST7936,53,Female,95416,low,Basic,North,
CUST6300,31,,148301,,Basic,,No
CUST6172,N/A,Female,,high,,North,N
CUST1934,N/A,,69269,,Basic,North,Yes
CUST4945,,Female,80156,1,Premium,,No
CUST4940,N/A,,,low,,North,N
CUST4306,,Female,97164,,,,N
CUST6050,N/A,,108715,high,Premium,South,No
,,M,unknown,91,,South,
CUST7658,62,F,67131,83,Standard,North,
CUST5859,46,F,129792,,Standard,North,N
CUST9149,,Male,,low,Standard,North,No
CUST6205,40,,unknown,,Standard,East,
CUST9756,39,Female,,high,Basic,North,
CUST5889,20,Female,,57,Standard,West,Yes
CUST7209,N/A,,,49,Standard,East,
CUST3034,,M,,,Standard,,Y
CUST1135,,F,,26,Premium,West,Y
,,Female,,46,,North,
CUST9497,N/A,Male,,64,Standard,South,
CUST6150,,Male,unknown,46,Basic,West,No
CUST8881,,Male,unknown,,Standard,West,Y
CUST1469,N/A,F,77780,55,,North,No
CUST8997,,Female,unknown,,Standard,East,No
CUST4978,36,Male,,,Premium,East,No
CUST1982,N/A,,95348,,,West,
CUST9887,,,,,Basic,,N
CUST4323,52,,130113,32,Basic,South,No
CUST7914,,M,64905,high,,South,
CUST5978,N/A,Female,unknown,low,Basic,East,Yes
,63,,129789,high,Standard,,
CUST5412,,Male,unknown,high,,South,
CUST2813,N/A,,unknown,82,,,Yes
CUST6519,,,,low,Basic,,N
CUST8599,66,F,unknown,47,,East,Y
CUST3403,,M,,low,,West,N
CUST7171,N/A,Female,143999,41,,West,Yes
CUST5906,19,Female,,high,Basic,,Yes
CUST9157,,M,27609,high,Standard,South,
CUST4895,,,,,Premium,,
CUST5030,,M,,high,Basic,West,Yes
CUST4226,,F,103564,low,,South,No
CUST1833,,,unknown,high,Premium,South,N
CUST3750,,F,,28,,East,
CUST1599,51,F,30952,84,Premium,North,N
,,,unknown,high,,West,Y
,N/A,M,,low,,,
CUST4456,,,unknown,high,Standard,West,Yes
CUST8628,N/A,Female,unknown,80,,,No
CUST1548,N/A,,,23,,West,Yes
CUST8822,N/A,F,unknown,low,,East,N
CUST3494,N/A,F,unknown,high,Premium,South,Y
CUST5845,N/A,Female,,21,Premium,West,Yes
,N/A,,,,Standard,North,N
CUST5597,N/A,Male,,,Standard,South,Yes
CUST4927,,,47522,,,South,Y
CUST2395,,,,,,North,Yes
CUST3909,,Female,,low,Premium,North,No
CUST5615,N/A,F,,,Basic,West,Y
CUST5460,,M,110548,high,Premium,,N
CUST7347,31,,97181,,Standard,,
CUST6263,N/A,M,unknown,78,Standard,West,
CUST4538,24,,,high,Premium,East,
CUST9734,,Female,unknown,,Standard,North,Y
CUST6865,,F,unknown,low,Basic,East,Y
CUST6609,,F,,,Standard,,Yes
CUST6806,N/A,,55958,44,Premium,North,Yes
CUST6797,,,,,Basic,West,
CUST7511,,M,105960,28,Standard,North,
CUST8515,,,52277,48,,,N
CUST1698,,,unknown,,Basic,,Yes
CUST5052,,F,,high,Premium,West,
CUST8164,21,Female,,,,,
CUST5305,,F,,39,Standard,,
CUST5208,46,Male,,high,,,Yes
CUST7579,N/A,F,,low,Basic,West,Yes
CUST4387,,,54182,97,,North,
,,Female,84910,low,Basic,West,Yes
CUST9932,,Male,47901,low,Standard,South,
CUST9642,,,,high,Standard,West,
CUST3593,,M,,high,Basic,South,N
CUST6940,,F,,low,Standard,,Y
CUST2452,N/A,,25162,high,Premium,North,
CUST1297,45,,unknown,,Standard,,N
,,M,,,Basic,East,Yes
CUST4351,,M,,,,South,Yes
CUST7579,,,132776,high,,East,
CUST4240,,,unknown,,Standard,North,N
CUST3418,,,,96,Basic,West,No
CUST6121,,,,low,Standard,East,No
CUST5824,,F,,low,,,
CUST1690,61,,144153,high,Premium,West,Y
CUST8298,,Female,,,,East,N
CUST8569,,,92889,,Standard,South,Y
CUST9981,25,,,low,Premium,East,Yes
CUST3556,19,,,high,Standard,South,Yes
CUST3439,,F,,,,South,No
CUST3619,,Male,unknown,,Standard,South,Yes
CUST5327,,M,,87,Basic,,Yes
CUST8706,63,Male,63465,high,,South,N
CUST7645,41,M,unknown,low,,North,N
CUST7219,,M,unknown,,Basic,South,
CUST9039,,Female,,low,Standard,North,Yes
CUST7956,,Female,50571,9,Premium,West,
CUST9692,N/A,Female,,high,Standard,East,N
CUST8796,,Female,117152,high,Standard,North,
CUST1068,,Female,,89,,West,
CUST3414,47,M,,,,East,Yes
CUST4840,46,,70651,10,Standard,West,Yes
CUST3483,26,,48234,high,Basic,South,No
,24,F,,98,Standard,South,
CUST9655,,F,,low,Standard,East,
CUST6612,,M,118488,low,Basic,North,
CUST8657,60,Male,unknown,low,Premium,,Yes
CUST4122,N/A,Female,,low,,,Yes
CUST2549,N/A,M,127680,,Basic,South,N
CUST8085,69,F,,high,,North,No
CUST7244,N/A,F,,,,South,Yes
CUST1878,,,,high,Standard,North,
CUST8085,,Male,unknown,,Premium,,N
,,,,74,,,Y
CUST5512,,F,,low,Basic,North,
CUST8306,,Male,83721,,,North,No
CUST6068,,M,,18,,East,
CUST7179,N/A,,,low,Standard,South,Y
CUST6678,,Male,,low,Standard,North,
CUST8567,,M,unknown,high,,,No
CUST2998,N/A,M,,low,,East,Yes
CUST1177,N/A,,unknown,low,Basic,East,N
CUST7457,,,,low,,West,Y
CUST3352,,F,110268,low,Premium,East,Yes
CUST5020,24,Female,,26,Premium,East,Y
CUST6761,N/A,M,,68,Standard,East,Yes
CUST4162,31,Female,,70,,South,
CUST6388,38,Male,,,Basic,East,N
CUST6452,N/A,Male,,low,Premium,West,
CUST3425,,Female,unknown,high,Standard,East,No
,44,M,79445,31,,North,Y
CUST1328,27,Female,,53,,West,No
,N/A,,,12,Basic,West,
CUST3367,N/A,,76445,37,Basic,North,No
CUST6077,N/A,Female,123333,17,,North,
CUST8151,,,,low,Premium,,No
CUST3829,,,unknown,87,,East,Y
CUST6572,,Male,,high,Standard,,Yes
CUST5753,,Female,unknown,35,Premium,North,
CUST2657,51,F,unknown,high,,East,Yes
,,M,,61,Basic,,
CUST1670,,,89304,low,,,Yes
CUST8327,,,,,,South,No
CUST4633,,Male,,low,Premium,South,N
CUST5590,,Female,36175,high,Basic,,Yes
CUST8337,,Male,,84,Premium,North,No
CUST4446,N/A,,unknown,,Premium,North,No
CUST1527,,F,89381,high,Basic,South,
CUST5877,N/A,F,101722,high,Basic,,No
CUST1190,55,Female,unknown,,Basic,,
CUST5964,20,F,,high,,West,N
CUST2816,46,F,,high,,,
CUST9289,N/A,M,,low,,,
CUST2082,,M,,low,Basic,,No
CUST5098,,,unknown,low,Premium,North,
CUST8810,,,,low,,,Y
CUST6149,20,Male,unknown,low,,West,Yes
CUST9977,N/A,F,60057,low,Standard,West,N
,61,F,,low,Premium,North,No
CUST4661,46,M,,98,,South,Yes
CUST1093,39,Female,unknown,high,,South,
CUST9471,,,unknown,,,,N
CUST5730,,Female,55958,low,Basic,South,N
CUST8662,46,,unknown,,,South,N
CUST5515,N/A,,unknown,,Standard,East,Y
CUST5215,N/A,F,,high,,East,Y
CUST8816,,F,unknown,,Premium,West,
CUST4229,,M,49766,high,,North,N
CUST4334,N/A,Male,104766,73,,South,Y
CUST7586,,Male,,low,,West,No
CUST3887,N/A,Female,,,,North,Yes
CUST8236,,M,,low,Premium,East,Yes
CUST6012,,M,unknown,85,,East,Y
CUST4805,N/A,Male,77898,low,Standard,North,No
CUST5742,49,,,high,Basic,East,Y
CUST8259,,Female,64034,high,,North,N
CUST5781,64,Female,,76,Basic,West,Y
CUST5242,,Female,,high,Premium,West,
CUST8330,40,,unknown,high,Premium,South,N
CUST9432,32,,,,,,
CUST9284,,M,,31,,East,
CUST5629,,M,,low,,North,No
CUST1568,N/A,,,high,Premium,,No
CUST4476,,F,86179,high,Standard,South,No
CUST5677,,M,57731,high,,East,N
CUST6957,20,Female,unknown,high,Standard,East,No
CUST1454,N/A,,unknown,high,,West,No
CUST8105,N/A,Female,,low,Basic,East,
CUST7351,N/A,Female,50296,high,Premium,,
CUST2927,N/A,,,75,Standard,,
CUST8172,40,M,,high,,,N
,,Male,,low,Premium,South,N
CUST3580,,Male,,,Standard,,Yes
CUST7143,N/A,M,29912,low,Standard,,
CUST4954,,,,52,Standard,West,Y
CUST6089,,M,,60,Standard,North,
CUST7578,59,,137465,63,Basic,,Y
CUST5040,,,,low,Premium,,Y
CUST7894,,,unknown,1,,South,
CUST6542,53,Male,,low,,,
CUST6847,23,Male,unknown,high,Premium,East,
CUST9895,38,F,,,,,Yes
CUST8562,21,F,141334,,Standard,South,
CUST4537,19,Female,,low,Premium,South,N
CUST4072,,,unknown,,Standard,North,Yes
,40,,29425,high,Basic,South,No
CUST1203,,Female,unknown,low,Basic,North,
CUST7042,45,M,unknown,low,Standard,North,Y
CUST7997,N/A,Male,,low,,,No
CUST2811,43,F,,high,Premium,North,Yes
CUST2307,,Male,unknown,high,,South,
CUST9013,,,111539,high,Premium,East,No
CUST6109,,M,,high,,West,Y
CUST3515,N/A,Female,,high,Standard,East,
CUST7890,42,M,,96,Basic,,Yes
CUST7724,23,F,122609,low,Standard,,
,,F,,,Standard,West,N
CUST5707,,Male,,high,Basic,East,Yes
CUST4077,,M,118094,74,Premium,West,
CUST3532,,M,,,,East,
CUST4772,,,unknown,low,Basic,West,No
CUST7584,,F,,,Premium,West,Y
CUST7513,27,Female,73033,high,Premium,West,Y
CUST8409,,Male,,,Premium,North,N
CUST3916,36,M,,86,,West,No
CUST2223,,Male,unknown,,Basic,North,Y
CUST3844,,Male,117023,,Standard,,Y
CUST3968,,,,high,,,Yes
CUST9059,,,,high,,North,No
CUST2518,N/A,M,,,Basic,South,
CUST4361,N/A,M,,low,Standard,South,Yes
CUST8186,51,Female,unknown,high,Basic,West,Yes
CUST9674,,Male,136172,,Premium,West,No
CUST3659,,Female,unknown,,Standard,West,
CUST2838,,,48703,low,Premium,West,No
CUST1365,,,,low,Basic,East,
CUST1870,36,Female,,high,Basic,South,
CUST3946,50,,,low,Basic,South,Y
CUST3557,,Female,,,Premium,,
CUST2095,,M,129584,high,,,N
CUST3382,,F,,high,Premium,,
CUST5088,,,70928,high,Premium,North,N
CUST6789,,,,,,,
CUST9502,,F,unknown,,,North,Y
CUST6434,,M,,high,,South,Yes
CUST1180,N/A,,92273,high,,North,
CUST5999,60,Female,,49,,,Y
CUST9144,,M,,15,,West,N
CUST4000,,Female,unknown,low,,,
CUST6561,N/A,,unknown,high,Standard,West,Yes
CUST3379,,Male,unknown,low,Premium,East,
CUST4487,,Male,unknown,38,Basic,East,N
CUST4840,N/A,M,unknown,,,West,
CUST2539,N/A,Female,,high,Premium,East,Yes
CUST4586,,Male,,high,Premium,West,N
,,Male,141304,5,,North,N
CUST8991,N/A,Male,unknown,,,North,
CUST3705,67,M,100999,low,Standard,,
CUST8425,24,F,,,,,
CUST8662,N/A,Female,,17,,West,Y
CUST5069,,M,,13,,East,Y
CUST4479,N/A,,unknown,,,,Y
CUST3994,21,,130911,high,,,Y
CUST5633,,Male,108656,low,Basic,North,
CUST6554,,Male,,high,Premium,,No
CUST1851,38,,unknown,low,Premium,North,Yes
CUST1776,N/A,Female,,low,,,N
CUST4531,,Female,,high,,West,Y
CUST4260,40,F,,33,Premium,West,No
CUST2388,,Female,,99,Standard,South,
CUST8122,N/A,F,unknown,20,,West,No
CUST3493,,Female,114129,low,Premium,,Yes
CUST7101,N/A,,unknown,74,Basic,West,No
CUST8250,,,,14,Premium,,
CUST4126,48,M,65511,high,Premium,West,Yes
CUST2741,,,,78,Basic,,No
CUST8953,53,,,high,Premium,South,
CUST3652,N/A,,unknown,75,,West,Y
CUST8573,,Male,81773,high,,East,
CUST5249,,,unknown,low,,West,No
CUST1826,,,,high,Basic,South,Y
,65,M,,high,Basic,West,
CUST6401,,,88037,low,Standard,South,No
CUST9485,,,unknown,high,Premium,East,
CUST2366,,M,unknown,,Basic,East,No
CUST4807,N/A,,unknown,24,,South,No
CUST1099,,Male,45965,high,,South,Yes
,,F,unknown,22,Premium,East,
CUST9345,,M,137931,,,East,Yes
CUST8531,N/A,Male,,high,,East,Y
CUST9479,36,F,,49,Basic,North,No
CUST3832,,Female,unknown,low,Basic,,
CUST8110,,,,low,,North,No
CUST9600,38,Male,unknown,high,,,Yes
CUST7518,N/A,,,high,,,Yes
CUST3294,,Female,,high,Premium,,Yes
CUST2527,53,Female,unknown,47,Standard,South,Yes
CUST1459,N/A,M,,low,,,N
CUST4589,,F,,high,Basic,,Y
CUST2047,N/A,F,,high,,East,No
CUST2594,,M,unknown,low,,East,No
CUST7027,,M,,low,Standard,,
CUST1217,,,64847,,,,No
CUST5953,,,145146,high,Standard,West,
CUST9112,,M,unknown,low,Premium,,Y
CUST8797,N/A,,,low,Premium,South,N
CUST8139,38,,,high,Premium,,
CUST7654,,,unknown,,,,No
CUST7645,,,,low,Basic,,
CUST1014,63,,,high,,West,No
CUST4780,35,F,,24,Standard,West,No
CUST4209,66,M,,13,,East,N
CUST7102,N/A,M,124438,low,,North,
CUST4116,66,,58095,low,Premium,South,No
CUST5357,,,,58,Standard,West,
CUST5919,,,,high,,East,
CUST4635,,F,,96,,West,N
CUST5937,21,Female,,35,Premium,,N
CUST2855,55,M,,high,Premium,,
CUST9965,37,,,low,,West,No
CUST4276,,,unknown,high,,,
CUST5114,18,F,unknown,,,North,
CUST8479,35,M,,low,,South,
CUST9207,,Male,unknown,high,,,Yes
CUST8701,18,Male,,low,Premium,,
CUST5149,,,,low,,West,Yes
CUST6512,,Male,70556,,,West,Y
CUST5668,,,unknown,high,Basic,,
CUST4364,,Female,unknown,72,Standard,West,Y
CUST4811,,Male,,low,,East,Y
CUST9938,,Female,,high,Standard,East,N
CUST6159,,,99487,91,Basic,East,
CUST3844,,Female,,high,,South,
CUST8119,66,Female,,high,Premium,North,No
CUST3985,N/A,F,unknown,,,,
CUST2834,,,21682,,Basic,,No
CUST5890,,,,low,Basic,North,
CUST5029,,,,25,,East,
CUST3067,51,,unknown,low,,East,Yes
CUST2994,,M,,,Premium,,Yes
CUST3344,,F,47710,,,,
CUST6928,,Male,,,,,No
CUST8050,N/A,,,high,Premium,,No
CUST7173,32,,87604,low,Basic,North,N
CUST6226,,Female,114982,low,,South,N
CUST7944,N/A,,,,Basic,West,
CUST7289,,F,unknown,,,South,No
CUST5783,N/A,Female,unknown,high,,North,No
CUST6376,,,109890,,Standard,,Y
CUST2170,N/A,Female,,,Basic,East,N
CUST2820,,,,,,West,
CUST4151,,F,,36,,North,
CUST3878,46,Female,51081,72,,North,
CUST6278,N/A,,unknown,31,,East,No
CUST2060,,Male,unknown,66,,North,Yes
,N/A,Female,,low,,,N
CUST8982,N/A,Male,unknown,high,,South,N
CUST5869,,,116157,low,,North,No
CUST3265,48,M,114852,,Standard,West,
CUST6749,,Male,,,,North,No
CUST9336,,F,,20,,,No
CUST6996,,Female,100448,high,,East,Y
CUST3097,63,,,low,,,No
CUST1103,47,M,,87,Standard,,Y
CUST2999,32,,,low,,West,
CUST3894,,,135691,low,Basic,South,Yes
CUST4477,69,,,,,East,Y
CUST1314,N/A,Male,,,,East,No
CUST7082,N/A,F,131227,low,,,N
CUST6700,,M,104074,27,,West,No
CUST2683,,Female,,,Standard,,
CUST8622,N/A,,,low,Standard,West,N
CUST8356,N/A,F,,19,,West,
CUST2595,N/A,,,low,Premium,,
CUST5843,39,,,,,South,Yes
CUST1078,,Female,unknown,low,Basic,,
CUST7705,,F,,low,,,Y
CUST3094,,M,,,,South,
CUST2436,,M,,,Standard,North,
CUST8371,N/A,F,71791,high,,South,Y
CUST3713,,M,,high,Premium,East,N
CUST3339,,,unknown,high,,West,
,,Male,,high,,East,Y
CUST8286,,F,unknown,high,Premium,North,Yes
CUST1366,,,54751,high,Premium,South,
CUST9076,N/A,Male,47156,low,Standard,North,Y
CUST7988,33,Female,,low,Standard,North,Yes
CUST6451,,Male,36160,low,,East,No
CUST7619,N/A,Female,unknown,low,,South,Yes
CUST4274,59,F,unknown,low,,,No
CUST4423,,,30227,low,,East,
CUST6530,,,unknown,low,,,N
CUST6064,,F,,14,,South,Yes
,27,Male,73237,low,Basic,South,Yes
CUST8239,N/A,F,114801,high,,,Y
CUST8445,N/A,Male,,4,Basic,,
CUST2411,,M,unknown,,Standard,North,
CUST9233,,F,,,Premium,West,Y
CUST3396,,Male,55776,26,Standard,,Yes
,,,,17,,West,
CUST4731,28,F,,high,,South,N
CUST3355,N/A,F,unknown,75,Premium,West,Yes
CUST5718,,Female,127640,low,,West,
CUST6701,,Male,,2,,South,
CUST1848,N/A,Male,,low,Standard,North,
CUST2579,,,,low,,East,
CUST6191,40,,21997,high,,North,N
,,F,,low,,,No
CUST1528,,,,6,,North,N
CUST1981,,F,unknown,high,Basic,South,
CUST8664,,Female,140422,41,,South,
CUST9905,,Female,,,,North,Y
CUST7715,N/A,F,,,Basic,West,Y
